customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
8954004,> 200 DM or salary assignment,10,critical account - other non-bank loans,car (new),781,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,63,none,for free,2,skilled,1,yes,yes,0,2.302585092994046,6.660575149839686,4.143134726391533
1498295,0 - 200 DM,18,current loans paid,furniture/equipment,1924,unknown/none,< 1 year,4,female-divorced/separated/married,none,3,real estate,27,none,rent,1,skilled,1,none,yes,1,2.8903717578961645,7.562161631225652,3.295836866004329
4851363,< 0 DM,12,critical account - other non-bank loans,car (new),2121,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0,2.4849066497880004,7.659642954564682,3.4011973816621555
1018706,< 0 DM,12,current loans paid,radio/television,701,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,real estate,40,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,6.55250788703459,3.6888794541139363
9208119,0 - 200 DM,12,current loans paid,repairs,639,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.459904454377535,3.4011973816621555
4300293,0 - 200 DM,12,critical account - other non-bank loans,car (used),1860,< 100 DM,unemployed,4,male-single,none,2,car or other,34,none,own,2,highly skilled,1,yes,yes,0,2.4849066497880004,7.528331766707247,3.5263605246161616
7728014,< 0 DM,12,critical account - other non-bank loans,car (new),3499,< 100 DM,1 - 4 years,3,female-divorced/separated/married,co-applicant,2,real estate,29,none,own,2,skilled,1,none,yes,1,2.4849066497880004,8.160232492367689,3.367295829986474
7990216,0 - 200 DM,48,current loans paid,car (new),8487,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,24,none,own,1,skilled,1,none,yes,0,3.871201010907891,9.046290859969677,3.1780538303479458
1318029,< 0 DM,36,past payment delays,education,6887,< 100 DM,1 - 4 years,4,male-single,none,3,building society savings/life insurance,29,stores,own,1,skilled,1,yes,yes,1,3.58351893845611,8.837390855544697,3.367295829986474
9949768,none,15,current loans paid,furniture/equipment,2708,< 100 DM,< 1 year,2,male-single,none,3,building society savings/life insurance,27,bank,own,2,unskilled-resident,1,none,yes,0,2.70805020110221,7.903965634032166,3.295836866004329
7906171,none,18,current loans paid,furniture/equipment,1984,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,47,bank,for free,2,skilled,1,none,yes,0,2.8903717578961645,7.592870287844818,3.8501476017100584
4495501,none,60,current loans paid,radio/television,10144,100 - 500 DM,4 - 7 years,2,female-divorced/separated/married,none,4,real estate,21,none,own,1,skilled,1,yes,yes,0,4.0943445622221,9.224637676677007,3.044522437723423
4891536,none,12,critical account - other non-bank loans,radio/television,1240,unknown/none,>= 7 years,4,female-divorced/separated/married,none,2,real estate,38,none,own,2,skilled,1,yes,yes,0,2.4849066497880004,7.122866658599083,3.6375861597263857
6332313,none,27,past payment delays,car (used),8613,>= 1000 DM,1 - 4 years,2,male-single,none,2,car or other,27,none,own,2,skilled,1,none,yes,0,3.295836866004329,9.061027968789174,3.295836866004329
2114106,0 - 200 DM,12,current loans paid,radio/television,766,500 - 1000 DM,1 - 4 years,4,male-single,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,6.641182169740591,4.189654742026425
8221756,0 - 200 DM,15,critical account - other non-bank loans,radio/television,2728,unknown/none,4 - 7 years,4,male-single,guarantor,2,real estate,35,bank,own,3,skilled,1,yes,yes,0,2.70805020110221,7.911324018963353,3.5553480614894135
7308446,> 200 DM or salary assignment,12,current loans paid,radio/television,1881,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,44,none,rent,1,unskilled-resident,1,yes,yes,0,2.4849066497880004,7.53955882930103,3.784189633918261
5759358,> 200 DM or salary assignment,6,current loans paid,car (new),709,>= 1000 DM,< 1 year,2,male-married/widowed,none,2,real estate,27,none,own,1,unemployed-unskilled-non-resident,1,none,no,0,1.791759469228055,6.5638555265321274,3.295836866004329
1432196,0 - 200 DM,36,current loans paid,radio/television,4795,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,unknown-none,30,none,own,1,highly skilled,1,yes,yes,0,3.58351893845611,8.475328987317539,3.4011973816621555
2429343,< 0 DM,27,current loans paid,radio/television,3416,< 100 DM,1 - 4 years,3,male-single,none,2,car or other,27,none,own,1,highly skilled,1,none,yes,0,3.295836866004329,8.13622555490846,3.295836866004329
1581866,< 0 DM,18,current loans paid,furniture/equipment,2462,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,22,none,own,1,skilled,1,none,yes,1,2.8903717578961645,7.808729306744399,3.091042453358316
6989622,none,21,critical account - other non-bank loans,furniture/equipment,2288,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,own,1,skilled,1,yes,yes,0,3.044522437723423,7.7354333524996886,3.1354942159291497
2025676,0 - 200 DM,48,all loans at bank paid,business,3566,100 - 500 DM,4 - 7 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0,3.871201010907891,8.179199798423086,3.4011973816621555
3000727,< 0 DM,6,critical account - other non-bank loans,car (new),860,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,39,none,own,2,skilled,1,yes,yes,0,1.791759469228055,6.756932389247553,3.6635616461296463
3953814,none,12,critical account - other non-bank loans,car (new),682,100 - 500 DM,4 - 7 years,4,female-divorced/separated/married,none,3,car or other,51,none,own,2,skilled,1,yes,yes,0,2.4849066497880004,6.525029657843462,3.9318256327243257
7408825,< 0 DM,36,critical account - other non-bank loans,furniture/equipment,5371,< 100 DM,1 - 4 years,3,male-single,guarantor,2,building society savings/life insurance,28,none,own,2,skilled,1,none,yes,0,3.58351893845611,8.58876938990546,3.332204510175204
6226321,none,18,critical account - other non-bank loans,radio/television,1582,>= 1000 DM,>= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.366445148327599,3.828641396489095
6083792,none,6,current loans paid,radio/television,1346,100 - 500 DM,>= 7 years,2,male-single,none,4,unknown-none,42,bank,for free,1,skilled,2,yes,yes,0,1.791759469228055,7.204892510204673,3.7376696182833684
5122662,none,10,current loans paid,radio/television,1924,< 100 DM,1 - 4 years,1,male-single,none,4,building society savings/life insurance,38,none,own,1,skilled,1,yes,no,0,2.302585092994046,7.562161631225652,3.6375861597263857
9746441,> 200 DM or salary assignment,36,current loans paid,radio/television,5848,< 100 DM,1 - 4 years,4,male-single,none,1,car or other,24,none,own,1,skilled,1,none,yes,0,3.58351893845611,8.673855001429615,3.1780538303479458
7353198,0 - 200 DM,24,critical account - other non-bank loans,car (used),7758,>= 1000 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,29,none,rent,1,skilled,1,none,yes,0,3.1780538303479458,8.956479847999912,3.367295829986474
7766762,0 - 200 DM,24,past payment delays,business,6967,100 - 500 DM,4 - 7 years,4,male-single,none,4,car or other,36,none,rent,1,highly skilled,1,yes,yes,0,3.1780538303479458,8.848939995030118,3.58351893845611
5175459,< 0 DM,12,current loans paid,furniture/equipment,1282,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,1,2.4849066497880004,7.156176637480615,2.995732273553991
5520884,< 0 DM,9,critical account - other non-bank loans,repairs,1288,100 - 500 DM,>= 7 years,3,male-single,guarantor,4,real estate,48,none,own,2,skilled,2,none,no,0,2.1972245773362196,7.160845906664299,3.871201010907891
1137438,< 0 DM,12,all loans at bank paid,retraining,339,< 100 DM,>= 7 years,4,male-married/widowed,none,1,car or other,45,bank,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,5.82600010738045,3.8066624897703196
3892302,0 - 200 DM,24,current loans paid,car (new),3512,100 - 500 DM,4 - 7 years,2,male-single,none,3,car or other,38,bank,own,2,skilled,1,yes,yes,0,3.1780538303479458,8.163940954755008,3.6375861597263857
9957275,none,6,critical account - other non-bank loans,radio/television,1898,unknown/none,1 - 4 years,1,male-single,none,2,real estate,34,none,own,2,unskilled-resident,2,none,yes,0,1.791759469228055,7.5485559791698735,3.5263605246161616
4695507,none,24,critical account - other non-bank loans,radio/television,2872,100 - 500 DM,>= 7 years,3,male-single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,0,3.1780538303479458,7.962763930168115,3.58351893845611
7775118,none,18,critical account - other non-bank loans,car (new),1055,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0,2.8903717578961645,6.961296045910167,3.4011973816621555
4717846,none,15,current loans paid,domestic appliances,1262,500 - 1000 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,36,none,own,2,skilled,1,yes,yes,0,2.70805020110221,7.140453043101158,3.58351893845611
3539651,0 - 200 DM,10,current loans paid,car (new),7308,< 100 DM,unemployed,2,male-single,none,4,unknown-none,70,bank,for free,1,highly skilled,1,yes,yes,0,2.302585092994046,8.896724917497897,4.248495242049359
6446799,none,36,current loans paid,car (new),909,500 - 1000 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,36,none,own,1,skilled,1,none,yes,0,3.58351893845611,6.812345094177479,3.58351893845611
5749718,none,6,current loans paid,furniture/equipment,2978,500 - 1000 DM,1 - 4 years,1,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0,1.791759469228055,7.999007213243955,3.4657359027997265
8930405,< 0 DM,18,current loans paid,furniture/equipment,1131,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,33,none,own,1,skilled,1,none,yes,1,2.8903717578961645,7.030857476116121,3.4965075614664802
4030908,0 - 200 DM,11,current loans paid,furniture/equipment,1577,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,20,none,own,1,skilled,1,none,yes,0,2.3978952727983707,7.3632795869630385,2.995732273553991
1327333,none,24,current loans paid,furniture/equipment,3972,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,yes,yes,0,3.1780538303479458,8.287025025165063,3.2188758248682006
5329060,0 - 200 DM,24,critical account - other non-bank loans,business,1935,< 100 DM,>= 7 years,4,male-divorced/separated,none,4,real estate,31,none,own,2,skilled,1,yes,yes,1,3.1780538303479458,7.5678626054638825,3.4339872044851463
7922005,< 0 DM,15,no credit - paid,car (new),950,< 100 DM,>= 7 years,4,male-single,none,3,car or other,33,none,rent,2,skilled,2,none,yes,1,2.70805020110221,6.856461984594587,3.4965075614664802
6450905,none,12,current loans paid,furniture/equipment,763,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,6.637258031284457,3.258096538021482
1909580,0 - 200 DM,24,past payment delays,furniture/equipment,2064,< 100 DM,unemployed,3,female-divorced/separated/married,none,2,building society savings/life insurance,34,none,own,1,highly skilled,1,yes,yes,1,3.1780538303479458,7.6324011266014535,3.5263605246161616
2714562,0 - 200 DM,8,current loans paid,radio/television,1414,< 100 DM,1 - 4 years,4,male-single,guarantor,2,real estate,33,none,own,1,skilled,1,none,no,0,2.0794415416798357,7.254177846456518,3.4965075614664802
6826470,< 0 DM,21,past payment delays,education,3414,< 100 DM,< 1 year,2,male-single,none,1,building society savings/life insurance,26,none,own,2,skilled,1,none,yes,1,3.044522437723423,8.135639903354386,3.258096538021482
4340005,none,30,all loans at bank paid,car (used),7485,unknown/none,unemployed,4,female-divorced/separated/married,none,1,real estate,53,bank,own,1,highly skilled,1,yes,yes,1,3.4011973816621555,8.920656296853728,3.970291913552122
7800786,< 0 DM,12,current loans paid,furniture/equipment,2577,< 100 DM,1 - 4 years,2,male-divorced/separated,none,1,car or other,42,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.854381210652365,3.7376696182833684
9266615,< 0 DM,6,critical account - other non-bank loans,radio/television,338,500 - 1000 DM,>= 7 years,4,male-single,none,4,car or other,52,none,own,2,skilled,1,none,yes,0,1.791759469228055,5.823045895483019,3.9512437185814275
6212932,none,12,current loans paid,radio/television,1963,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,31,none,rent,2,highly skilled,2,yes,yes,0,2.4849066497880004,7.5822291942764615,3.4339872044851463
5419741,< 0 DM,21,critical account - other non-bank loans,car (new),571,< 100 DM,>= 7 years,4,male-single,none,4,real estate,65,none,own,2,skilled,1,none,yes,0,3.044522437723423,6.3473892096560105,4.174387269895637
9177065,none,36,past payment delays,business,9572,< 100 DM,< 1 year,1,male-divorced/separated,none,1,car or other,28,none,own,2,skilled,1,none,yes,1,3.58351893845611,9.166597449028265,3.332204510175204
9804802,0 - 200 DM,36,past payment delays,business,4455,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,30,stores,own,2,highly skilled,1,yes,yes,1,3.58351893845611,8.40178233990491,3.4011973816621555
8560790,< 0 DM,21,all loans at bank paid,car (new),1647,unknown/none,1 - 4 years,4,male-single,none,2,building society savings/life insurance,40,none,own,2,unskilled-resident,2,none,yes,1,3.044522437723423,7.4067107301776405,3.6888794541139363
2450622,none,24,critical account - other non-bank loans,furniture/equipment,3777,>= 1000 DM,1 - 4 years,4,male-single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,8.236685322712457,3.912023005428146
6376471,0 - 200 DM,18,critical account - other non-bank loans,car (new),884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,36,bank,own,1,skilled,2,yes,yes,1,2.8903717578961645,6.784457062637643,3.58351893845611
2549308,none,15,critical account - other non-bank loans,radio/television,1360,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,own,2,skilled,1,none,yes,0,2.70805020110221,7.215239978730097,3.4339872044851463
5285284,0 - 200 DM,9,all loans at bank paid,car (used),5129,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,74,bank,for free,1,highly skilled,2,yes,yes,1,2.1972245773362196,8.542665987389269,4.30406509320417
3020208,0 - 200 DM,16,critical account - other non-bank loans,car (new),1175,< 100 DM,unemployed,2,male-single,none,3,car or other,68,none,for free,3,unemployed-unskilled-non-resident,1,yes,yes,0,2.772588722239781,7.069023426578259,4.219507705176107
4186149,< 0 DM,12,current loans paid,radio/television,674,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,20,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.513230110912307,2.995732273553991
4599122,0 - 200 DM,18,no credit - paid,furniture/equipment,3244,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,33,bank,own,2,skilled,1,yes,yes,0,2.8903717578961645,8.084562415235304,3.4965075614664802
1730668,none,24,current loans paid,business,4591,>= 1000 DM,1 - 4 years,2,male-single,none,3,building society savings/life insurance,54,none,own,3,highly skilled,1,yes,yes,1,3.1780538303479458,8.431853144249223,3.9889840465642745
3082071,0 - 200 DM,48,no credit - paid,business,3844,100 - 500 DM,4 - 7 years,4,male-single,none,4,unknown-none,34,none,for free,1,unskilled-resident,2,none,yes,1,3.871201010907891,8.254268770090183,3.5263605246161616
5960666,0 - 200 DM,27,current loans paid,business,3915,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,36,none,own,1,skilled,2,yes,yes,1,3.295836866004329,8.272570608424903,3.58351893845611
7033466,none,6,current loans paid,radio/television,2108,< 100 DM,4 - 7 years,2,male-married/widowed,none,2,real estate,29,none,rent,1,skilled,1,none,yes,0,1.791759469228055,7.653494909661253,3.367295829986474
